transaction_id,customer_id,transaction_date,transaction_time,account_type,transaction_type,transaction_amount,transaction_direction,account_balance,merchant_category,state,credit_score,has_loan,loan_type,emi_amount,transaction_status,channel,kyc_status,is_fraud,hour,day_of_week,is_weekend,time_since_last_transaction,time_since_last_transaction_available,transaction_count_1h,transaction_count_24h,withdrawal_count_1h,withdrawal_count_24h,withdrawal_amount_1h,withdrawal_amount_24h,amount_velocity_1h,amount_velocity_24h,average_withdrawal_amount_24h
TXN000150119,CUST018733,2020-05-13,11:34,Savings,ATM_Withdrawal,1000.0,Debit,29941.38,Insurance,Maharashtra,407,1,Home,5670.44,Reversed,Mobile_App,Expired,0,11,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150099,CUST046234,2020-05-13,15:50,Salary,ATM_Withdrawal,3000.0,Debit,68374.64,Travel,West Bengal,622,1,Education,8525.0,Success,POS_Terminal,Verified,0,15,2,0,36910380.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150000,CUST053531,2020-05-13,19:37,Current,ATM_Withdrawal,3000.0,Debit,67621.64,Salary,Rajasthan,584,0,,0.0,Success,API,Verified,0,19,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000149993,CUST067584,2020-05-13,22:51,Salary,ATM_Withdrawal,2000.0,Debit,32560.0,Retail,Maharashtra,698,0,,0.0,Success,API,Verified,0,22,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150199,CUST023364,2020-05-14,03:08,Savings,ATM_Withdrawal,10000.0,Debit,9184.98,Fuel,Karnataka,782,1,Business,10648.59,Success,Branch,Verified,0,3,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150374,CUST071725,2020-05-14,05:47,Savings,ATM_Withdrawal,3000.0,Debit,12386.94,Travel,Delhi,412,1,Personal,6137.5,Success,POS_Terminal,Verified,0,5,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150175,CUST056021,2020-05-14,09:32,Salary,ATM_Withdrawal,1000.0,Debit,30715.67,Salary,Karnataka,892,0,,0.0,Success,POS_Terminal,Verified,0,9,3,0,29344860.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150289,CUST041307,2020-05-14,14:05,Current,ATM_Withdrawal,2000.0,Debit,44255.37,Real Estate,Karnataka,378,0,,0.0,Failed,Mobile_App,Verified,0,14,3,0,32591340.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150333,CUST074668,2020-05-14,20:32,Savings,ATM_Withdrawal,5000.0,Debit,13126.97,Entertainment,West Bengal,787,0,,0.0,Success,Mobile_App,Verified,0,20,3,0,38206680.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150445,CUST044215,2020-05-15,00:13,Current,ATM_Withdrawal,2000.0,Debit,32929.18,Insurance,Telangana,382,0,,0.0,Success,Mobile_App,Verified,0,0,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150562,CUST055995,2020-05-15,04:08,Salary,ATM_Withdrawal,2000.0,Debit,26911.35,Food & Dining,Tamil Nadu,775,0,,0.0,Success,Branch,Verified,0,4,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150657,CUST008101,2020-05-15,09:11,Savings,ATM_Withdrawal,5000.0,Debit,71345.14,Peer Transfer,Tamil Nadu,494,0,,0.0,Success,Mobile_App,Verified,0,9,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150683,CUST061503,2020-05-15,16:58,Savings,ATM_Withdrawal,2000.0,Debit,965181.68,Education,Rajasthan,647,0,,0.0,Success,Web,Verified,0,16,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150518,CUST035907,2020-05-15,21:03,Current,ATM_Withdrawal,1000.0,Debit,226705.83,Education,Maharashtra,402,0,,0.0,Success,API,Verified,0,21,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150826,CUST014471,2020-05-16,02:27,Salary,ATM_Withdrawal,1000.0,Debit,87837.71,Government,Maharashtra,454,0,,0.0,Success,Mobile_App,Verified,0,2,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150827,CUST011371,2020-05-16,08:41,Savings,ATM_Withdrawal,2000.0,Debit,9481.91,Retail,Rajasthan,571,0,,0.0,Success,Mobile_App,Verified,0,8,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150994,CUST052353,2020-05-16,10:47,Savings,ATM_Withdrawal,5000.0,Debit,12100.97,Insurance,Gujarat,462,0,,0.0,Reversed,ATM,Verified,0,10,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150763,CUST058733,2020-05-16,15:14,Salary,ATM_Withdrawal,1000.0,Debit,54323.61,Travel,Karnataka,354,0,,0.0,Success,Mobile_App,Verified,0,15,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000150831,CUST023491,2020-05-16,21:40,Savings,ATM_Withdrawal,1000.0,Debit,619822.92,Healthcare,Tamil Nadu,324,0,,0.0,Success,Mobile_App,Verified,0,21,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151105,CUST014438,2020-05-17,02:26,Savings,ATM_Withdrawal,2000.0,Debit,129337.23,Education,Tamil Nadu,675,1,Auto,3135.43,Success,Mobile_App,Verified,0,2,6,1,7535340.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151308,CUST031061,2020-05-17,06:40,Fixed Deposit,ATM_Withdrawal,1000.0,Debit,219740.56,Real Estate,West Bengal,802,0,,0.0,Success,Branch,Verified,0,6,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151279,CUST062450,2020-05-17,07:45,Savings,ATM_Withdrawal,2000.0,Debit,76179.02,Education,Tamil Nadu,833,1,Business,4283.52,Success,POS_Terminal,Verified,0,7,6,1,21114120.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151244,CUST051351,2020-05-17,11:30,Savings,ATM_Withdrawal,2000.0,Debit,34318.01,Salary,Maharashtra,702,1,Home,2634.32,Success,Mobile_App,Verified,0,11,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151090,CUST001925,2020-05-17,17:07,Current,ATM_Withdrawal,2000.0,Debit,11226.09,Retail,West Bengal,576,0,,0.0,Success,Web,Verified,0,17,6,1,29580180.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151160,CUST030071,2020-05-17,20:14,Savings,ATM_Withdrawal,1000.0,Debit,309548.09,Food & Dining,West Bengal,345,1,Home,3422.37,Success,Web,Verified,0,20,6,1,36501960.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151067,CUST032099,2020-05-17,23:05,Savings,ATM_Withdrawal,10000.0,Debit,50943.51,Salary,Tamil Nadu,660,0,,0.0,Success,ATM,Verified,0,23,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151556,CUST018086,2020-05-18,01:04,Current,ATM_Withdrawal,5000.0,Debit,4836.14,Food & Dining,Maharashtra,836,0,,0.0,Success,Branch,Verified,0,1,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151475,CUST074506,2020-05-18,04:54,Current,ATM_Withdrawal,2000.0,Debit,118955.04,Peer Transfer,Maharashtra,333,0,,0.0,Success,Branch,Verified,0,4,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151552,CUST020939,2020-05-18,07:19,Current,ATM_Withdrawal,2000.0,Debit,39254.1,Food & Dining,Rajasthan,650,0,,0.0,Success,Branch,Verified,0,7,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151530,CUST002587,2020-05-18,12:22,NRI,ATM_Withdrawal,1000.0,Debit,98774.97,Investment,Gujarat,885,0,,0.0,Success,Web,Verified,0,12,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151416,CUST014876,2020-05-18,17:51,Savings,ATM_Withdrawal,500.0,Debit,36996.59,Retail,Tamil Nadu,803,0,,0.0,Success,ATM,Verified,0,17,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151865,CUST035827,2020-05-19,01:27,Fixed Deposit,ATM_Withdrawal,3000.0,Debit,32135.88,Healthcare,Maharashtra,664,0,,0.0,Success,POS_Terminal,Verified,0,1,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151643,CUST027520,2020-05-19,04:49,Current,ATM_Withdrawal,1000.0,Debit,6989.8,Education,Maharashtra,792,1,Gold,5454.93,Failed,POS_Terminal,Expired,0,4,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151764,CUST049470,2020-05-19,09:07,Salary,ATM_Withdrawal,500.0,Debit,17443.91,Entertainment,Karnataka,598,1,Gold,15068.26,Success,Mobile_App,Verified,0,9,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151937,CUST033157,2020-05-19,14:38,Savings,ATM_Withdrawal,2000.0,Debit,25290.19,Food & Dining,Tamil Nadu,754,1,Personal,9698.72,Success,Mobile_App,Pending,0,14,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152213,CUST016575,2020-05-20,01:10,Savings,ATM_Withdrawal,1000.0,Debit,109827.94,E-Commerce,Rajasthan,565,0,,0.0,Success,Web,Verified,0,1,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152004,CUST059176,2020-05-20,03:44,Savings,ATM_Withdrawal,500.0,Debit,97936.32,Salary,Karnataka,512,0,,0.0,Success,Branch,Verified,0,3,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152179,CUST057085,2020-05-20,09:44,Savings,ATM_Withdrawal,2000.0,Debit,13254.79,Healthcare,Telangana,534,1,,6580.85,Success,Web,Pending,0,9,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152048,CUST024890,2020-05-20,13:30,NRI,ATM_Withdrawal,2000.0,Debit,164769.73,Retail,Gujarat,535,1,Home,8023.11,Success,Branch,Verified,0,13,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000151998,CUST007417,2020-05-20,20:42,Salary,ATM_Withdrawal,1000.0,Debit,169040.74,Travel,Rajasthan,774,0,,0.0,Success,Mobile_App,Verified,0,20,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152279,CUST013575,2020-05-21,03:21,Savings,ATM_Withdrawal,1000.0,Debit,192764.64,Entertainment,Gujarat,808,1,Home,45041.62,Success,Web,Verified,0,3,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152312,CUST055958,2020-05-21,06:17,Savings,ATM_Withdrawal,1000.0,Debit,28080.29,Utilities,Delhi,452,0,,0.0,Success,ATM,Verified,0,6,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152409,CUST048729,2020-05-21,12:53,Savings,ATM_Withdrawal,2000.0,Debit,62866.85,Investment,Karnataka,818,0,,0.0,Success,Web,Verified,0,12,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152552,CUST029608,2020-05-21,17:51,Savings,ATM_Withdrawal,2000.0,Debit,18605.67,Travel,Gujarat,518,1,Auto,6080.47,Success,Mobile_App,Verified,0,17,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152258,CUST057957,2020-05-21,20:59,Savings,ATM_Withdrawal,500.0,Debit,23309.29,Peer Transfer,Karnataka,875,1,Auto,6658.89,Failed,Mobile_App,Verified,0,20,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152431,CUST038452,2020-05-21,22:26,Current,ATM_Withdrawal,1000.0,Debit,74902.14,Food & Dining,Maharashtra,616,0,,0.0,Success,Web,Verified,0,22,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152720,CUST006361,2020-05-22,00:05,Salary,ATM_Withdrawal,500.0,Debit,85125.32,Utilities,West Bengal,599,0,,0.0,Success,Mobile_App,Verified,0,0,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152650,CUST013793,2020-05-22,05:24,Current,ATM_Withdrawal,3000.0,Debit,29456.64,Food & Dining,Maharashtra,631,0,,0.0,Success,Mobile_App,Pending,0,5,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152620,CUST062684,2020-05-22,06:50,Savings,ATM_Withdrawal,5000.0,Debit,14295.34,Investment,Rajasthan,758,1,Personal,5936.08,Success,Mobile_App,Verified,0,6,4,0,28873260.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152695,CUST001875,2020-05-22,08:55,Savings,ATM_Withdrawal,1000.0,Debit,244176.82,Peer Transfer,Delhi,862,1,,5883.97,Success,ATM,Verified,0,8,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152557,CUST037844,2020-05-22,11:10,Savings,ATM_Withdrawal,10000.0,Debit,413733.85,Salary,West Bengal,556,0,,0.0,Success,ATM,Verified,0,11,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152685,CUST075209,2020-05-22,16:07,Current,ATM_Withdrawal,5000.0,Debit,43167.75,E-Commerce,Maharashtra,485,1,Home,1817.71,Success,Web,Pending,0,16,4,0,14232660.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152660,CUST017559,2020-05-22,22:44,Salary,ATM_Withdrawal,500.0,Debit,44102.14,Fuel,Maharashtra,383,0,,0.0,Success,POS_Terminal,Verified,0,22,4,0,23232300.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153148,CUST070754,2020-05-23,02:42,Salary,ATM_Withdrawal,3000.0,Debit,4500.81,Utilities,Maharashtra,426,0,,0.0,Success,ATM,Verified,0,2,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152994,CUST023596,2020-05-23,05:16,Savings,ATM_Withdrawal,5000.0,Debit,81982.56,Education,Karnataka,643,0,,0.0,Success,ATM,Verified,0,5,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153046,CUST033995,2020-05-23,06:40,Savings,ATM_Withdrawal,1000.0,Debit,18301.6,Utilities,Delhi,730,1,Education,7173.28,Success,Mobile_App,Verified,0,6,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152877,CUST058572,2020-05-23,13:34,Savings,ATM_Withdrawal,1000.0,Debit,6631.62,Retail,Tamil Nadu,881,0,,0.0,Success,Mobile_App,Verified,0,13,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152980,CUST000619,2020-05-23,17:06,Savings,ATM_Withdrawal,3000.0,Debit,277482.36,Education,Rajasthan,527,0,,0.0,Failed,Web,Verified,0,17,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000152932,CUST070924,2020-05-23,23:23,Current,ATM_Withdrawal,500.0,Debit,32077.18,Entertainment,Karnataka,337,0,,0.0,Success,Mobile_App,Verified,0,23,5,1,14127360.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153328,CUST069264,2020-05-24,03:00,Savings,ATM_Withdrawal,3000.0,Debit,63535.85,Utilities,West Bengal,772,0,,0.0,Success,Web,Verified,0,3,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153371,CUST069872,2020-05-24,07:10,Fixed Deposit,ATM_Withdrawal,500.0,Debit,9626.32,Salary,Rajasthan,787,0,,0.0,Success,API,Expired,0,7,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153309,CUST064394,2020-05-24,11:21,Savings,ATM_Withdrawal,2000.0,Debit,1099.62,Retail,Karnataka,426,0,,0.0,Success,Web,Verified,0,11,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153378,CUST049592,2020-05-24,16:21,NRI,ATM_Withdrawal,500.0,Debit,38968.79,Real Estate,Gujarat,595,1,Personal,4359.65,Success,ATM,Verified,0,16,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153308,CUST022358,2020-05-24,21:33,Savings,ATM_Withdrawal,500.0,Debit,25699.8,Investment,Delhi,545,0,,0.0,Success,Web,Verified,0,21,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153503,CUST019185,2020-05-25,01:59,Salary,ATM_Withdrawal,3000.0,Debit,7916.79,Retail,Maharashtra,610,0,,0.0,Success,Web,Verified,0,1,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153697,CUST057793,2020-05-25,10:04,Savings,ATM_Withdrawal,1000.0,Debit,9689.73,Investment,Delhi,588,0,,0.0,Success,API,Verified,0,10,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153691,CUST051517,2020-05-25,11:56,Savings,ATM_Withdrawal,2000.0,Debit,82991.26,Food & Dining,West Bengal,505,0,,0.0,Success,Web,Verified,0,11,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153748,CUST056076,2020-05-25,15:50,Salary,ATM_Withdrawal,5000.0,Debit,25147.74,Healthcare,Gujarat,819,0,,0.0,Success,Branch,Verified,0,15,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153630,CUST011473,2020-05-25,19:14,Current,ATM_Withdrawal,500.0,Debit,180706.83,Peer Transfer,Delhi,473,1,Auto,9650.6,Success,Mobile_App,Pending,0,19,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154066,CUST060774,2020-05-26,00:42,Savings,ATM_Withdrawal,3000.0,Debit,50404.97,Travel,Rajasthan,545,0,,0.0,Success,ATM,Verified,0,0,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153897,CUST005191,2020-05-26,06:26,Savings,ATM_Withdrawal,2000.0,Debit,765938.69,Food & Dining,Gujarat,495,1,Personal,2752.38,Success,Mobile_App,Verified,0,6,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153984,CUST052759,2020-05-26,11:17,Current,ATM_Withdrawal,10000.0,Debit,129464.86,Government,Maharashtra,814,0,,0.0,Success,POS_Terminal,Verified,0,11,1,0,24105420.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153966,CUST066472,2020-05-26,13:46,Current,ATM_Withdrawal,2000.0,Debit,36522.62,Healthcare,UP,384,1,Business,4557.69,Success,Mobile_App,Verified,0,13,1,0,4970700.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154038,CUST059636,2020-05-26,17:15,Savings,ATM_Withdrawal,10000.0,Debit,45410.92,Government,Telangana,522,0,,0.0,Success,Mobile_App,Verified,0,17,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000153851,CUST057608,2020-05-26,21:34,NRI,ATM_Withdrawal,1000.0,Debit,136725.96,Entertainment,West Bengal,388,1,Auto,2604.45,Success,API,Verified,0,21,1,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154189,CUST029692,2020-05-27,01:30,NRI,ATM_Withdrawal,2000.0,Debit,29090.69,Food & Dining,Maharashtra,455,1,,4686.24,Success,Branch,Verified,0,1,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154300,CUST031157,2020-05-27,04:15,Savings,ATM_Withdrawal,1000.0,Debit,16622.31,E-Commerce,Telangana,574,0,,0.0,Success,POS_Terminal,Verified,0,4,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154258,CUST048287,2020-05-27,08:23,Current,ATM_Withdrawal,1000.0,Debit,35435.18,Entertainment,Delhi,375,0,,0.0,Success,ATM,Verified,0,8,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154213,CUST001305,2020-05-27,09:38,Current,ATM_Withdrawal,500.0,Debit,125093.8,E-Commerce,Delhi,574,0,,0.0,Success,API,Expired,0,9,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154175,CUST038811,2020-05-27,13:37,Fixed Deposit,ATM_Withdrawal,3000.0,Debit,400180.34,Fuel,Maharashtra,757,0,,0.0,Success,Mobile_App,Verified,0,13,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154203,CUST052870,2020-05-27,15:28,Savings,ATM_Withdrawal,3000.0,Debit,318945.13,Education,Telangana,439,0,,0.0,Success,Mobile_App,Verified,0,15,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154161,CUST061903,2020-05-27,20:53,Savings,ATM_Withdrawal,2000.0,Debit,59544.48,Utilities,Tamil Nadu,793,1,Business,12337.0,Success,Branch,Verified,0,20,2,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154600,CUST018893,2020-05-28,04:11,Salary,ATM_Withdrawal,10000.0,Debit,30861.76,Salary,Tamil Nadu,522,1,Business,4603.53,Success,Branch,Verified,0,4,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154409,CUST048485,2020-05-28,07:57,Savings,ATM_Withdrawal,1000.0,Debit,198911.73,Utilities,Tamil Nadu,482,1,Business,9504.24,Success,Mobile_App,Verified,0,7,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154514,CUST052072,2020-05-28,11:24,Savings,ATM_Withdrawal,500.0,Debit,158752.18,Healthcare,Maharashtra,655,0,,0.0,Success,Branch,Verified,0,11,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154411,CUST071840,2020-05-28,17:57,Current,ATM_Withdrawal,3000.0,Debit,30361.72,Travel,Maharashtra,855,0,,0.0,Success,ATM,Verified,0,17,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154396,CUST018379,2020-05-28,20:38,Savings,ATM_Withdrawal,5000.0,Debit,51762.35,Investment,Telangana,612,0,,0.0,Success,Mobile_App,Verified,0,20,3,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154976,CUST011372,2020-05-29,01:38,Savings,ATM_Withdrawal,1000.0,Debit,19308.85,Food & Dining,Karnataka,538,1,Personal,12885.58,Success,ATM,Verified,0,1,4,0,7162800.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154982,CUST004933,2020-05-29,04:23,Savings,ATM_Withdrawal,2000.0,Debit,78663.97,Food & Dining,Maharashtra,610,0,,0.0,Success,Web,Verified,0,4,4,0,9801180.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154950,CUST007147,2020-05-29,08:31,Savings,ATM_Withdrawal,2000.0,Debit,20942.61,Education,Delhi,691,0,,0.0,Success,Mobile_App,Verified,0,8,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154791,CUST028555,2020-05-29,14:11,Savings,ATM_Withdrawal,1000.0,Debit,20546.29,Utilities,Punjab,802,0,,0.0,Success,Web,Verified,0,14,4,0,38400780.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000154833,CUST002441,2020-05-29,17:03,Salary,ATM_Withdrawal,1000.0,Debit,9188.07,Salary,Maharashtra,432,0,,0.0,Success,Web,Verified,0,17,4,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000155184,CUST045423,2020-05-30,02:08,Fixed Deposit,ATM_Withdrawal,500.0,Debit,109345.95,Investment,Delhi,578,1,Personal,2010.24,Success,Mobile_App,Verified,0,2,5,1,14829060.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000155143,CUST062783,2020-05-30,09:18,Current,ATM_Withdrawal,2000.0,Debit,24423.4,Travel,UP,580,0,,0.0,Success,Mobile_App,Verified,0,9,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000155014,CUST043439,2020-05-30,14:22,Salary,ATM_Withdrawal,1000.0,Debit,26969.62,E-Commerce,Karnataka,412,1,,3327.62,Success,Mobile_App,Verified,0,14,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000155074,CUST014395,2020-05-30,17:50,Savings,ATM_Withdrawal,3000.0,Debit,10100.32,Government,Rajasthan,571,1,,6654.2,Success,Mobile_App,Expired,0,17,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000155258,CUST031859,2020-05-30,22:49,Current,ATM_Withdrawal,2000.0,Debit,37166.21,Entertainment,Tamil Nadu,690,0,,0.0,Success,ATM,Verified,0,22,5,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000155512,CUST023380,2020-05-31,05:36,Savings,ATM_Withdrawal,500.0,Debit,48332.99,Fuel,West Bengal,576,1,Home,2506.48,Success,Web,Verified,0,5,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000155533,CUST025041,2020-05-31,09:22,Savings,ATM_Withdrawal,500.0,Debit,19179.74,Retail,Delhi,546,0,,0.0,Success,ATM,Verified,0,9,6,1,37498020.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000155383,CUST012909,2020-05-31,13:04,Fixed Deposit,ATM_Withdrawal,5000.0,Debit,31843.54,Utilities,Karnataka,372,1,Business,2093.55,Success,Mobile_App,Verified,0,13,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000155329,CUST020049,2020-05-31,15:24,Current,ATM_Withdrawal,2000.0,Debit,756198.27,Fuel,Karnataka,642,0,,0.0,Success,Mobile_App,Verified,0,15,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000155302,CUST072442,2020-05-31,22:14,Savings,ATM_Withdrawal,1000.0,Debit,4174.61,Food & Dining,Maharashtra,816,0,,0.0,Success,POS_Terminal,Verified,0,22,6,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000155747,CUST038479,2020-06-01,02:08,Salary,ATM_Withdrawal,1000.0,Debit,59274.11,Retail,Maharashtra,313,1,Business,24920.46,Success,Web,Verified,0,2,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TXN000155835,CUST033696,2020-06-01,04:34,Current,ATM_Withdrawal,5000.0,Debit,40023.89,Retail,Tamil Nadu,488,0,,0.0,Success,ATM,Verified,0,4,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
