atm_id,atm_name,latitude,longitude,area_type,city,monthly_transactions,avg_withdrawal_amount,atm_status,last_used_days_ago,data_source,location_data_quality,anchor_latitude,anchor_longitude,linkage_type,distance_method,atm_density_1km
ATM01992,Camp,18.51939263097048,73.85995574262728,Mixed,Pune,1504,1861,Active,12,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,829
ATM01993,Aundh,18.561143259179588,73.80474535790412,IT Hub,Pune,4073,1583,Active,6,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,758
ATM01994,Viman Nagar,18.567651913809954,73.90981359173341,Residential,Pune,1210,3311,Active,43,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,763
ATM01995,Viman Nagar,18.57096102253331,73.91743680185992,IT Hub,Pune,2236,1916,Active,1,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,761
ATM01996,Viman Nagar,18.563626923546163,73.91416802243297,Residential,Pune,2940,4981,Active,1,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,758
ATM01997,Shivaji Nagar,18.53009944458548,73.84570091162875,Residential,Pune,1420,3963,Active,8,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,738
ATM01998,Swargate,18.50369663254296,73.86774299971073,IT Hub,Pune,1909,2749,Active,10,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,739
ATM01999,Aundh,18.55739971712433,73.81219733088786,IT Hub,Pune,1608,2739,Active,2,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,757
ATM02000,Camp,18.51262091441719,73.85621648491205,Mixed,Pune,0,3403,Active,2,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,907
ATM02001,Viman Nagar,18.57114092399334,73.91134731222753,Commercial,Pune,0,2636,Active,11,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,759
ATM02002,Shivaji Nagar,18.532685568394868,73.85324745560978,Mixed,Pune,1243,2906,Active,115,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,750
ATM02003,Hadapsar,18.51101187775933,73.91950246223308,Residential,Pune,2299,3205,Active,17,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,698
ATM02004,Yerwada,18.56178855077905,73.88123428576584,Residential,Pune,992,2547,Active,7,synthetic_expanded,synthetic_approximate,18.5626,73.877,synthetic,unavailable_without_transaction_coordinates,743
ATM02005,Kothrud,18.511433216402764,73.80743107120283,Residential,Pune,697,2743,Active,67,synthetic_expanded,synthetic_approximate,18.5074,73.8077,synthetic,unavailable_without_transaction_coordinates,749
ATM02006,Hinjewadi,18.58753262019179,73.73634806551783,Mixed,Pune,1847,2972,Active,0,synthetic_expanded,synthetic_approximate,18.5911,73.7389,synthetic,unavailable_without_transaction_coordinates,720
ATM02007,Camp,18.520024185244722,73.85414557246744,Residential,Pune,892,3725,Active,9,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,1027
ATM02008,Hadapsar,18.509905188065336,73.92796000355493,IT Hub,Pune,2383,3357,Active,1,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,698
ATM02009,Swargate,18.497740754992073,73.86189319837618,Commercial,Pune,2371,3247,Active,11,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,730
ATM02010,Camp,18.51588337710369,73.86096013822514,Residential,Pune,1181,2778,Active,46,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,822
ATM02011,Camp,18.514569194740684,73.85296952954161,Commercial,Pune,0,2504,Active,9,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,773
ATM02012,Shivaji Nagar,18.525931621292365,73.84951771654542,Residential,Pune,1459,1608,Active,2,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,988
ATM02013,Hinjewadi,18.595371880912467,73.73823814920202,Commercial,Pune,2952,3590,Active,7,synthetic_expanded,synthetic_approximate,18.5911,73.7389,synthetic,unavailable_without_transaction_coordinates,719
ATM02014,Aundh,18.555384654723834,73.80402104966782,Commercial,Pune,1381,3296,Active,75,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,754
ATM02015,Baner,18.554828046396906,73.78666145756159,IT Hub,Pune,1942,3593,Active,20,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,725
ATM02016,Camp,18.520668512092954,73.85793526580959,Mixed,Pune,678,3703,Active,5,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,946
ATM02017,Hadapsar,18.50529553025028,73.92092277416658,Commercial,Pune,1123,1370,Active,17,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,696
ATM02018,Baner,18.561786046284002,73.7828807423727,Mixed,Pune,0,2758,Active,16,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,726
ATM02019,Hinjewadi,18.588368985065124,73.74243873888622,Residential,Pune,0,1621,Active,43,synthetic_expanded,synthetic_approximate,18.5911,73.7389,synthetic,unavailable_without_transaction_coordinates,718
ATM02020,Aundh,18.562117792654508,73.80862202713169,IT Hub,Pune,1200,2800,Active,2,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,753
ATM02021,Viman Nagar,18.56740007754182,73.91879435429853,IT Hub,Pune,1111,2879,Active,2,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,759
ATM02022,Kothrud,18.5045925491169,73.8107775806388,IT Hub,Pune,1445,1810,Active,12,synthetic_expanded,synthetic_approximate,18.5074,73.8077,synthetic,unavailable_without_transaction_coordinates,746
ATM02023,Camp,18.512975168992227,73.8586199915424,Residential,Pune,1679,2883,Active,32,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,940
ATM02024,Yerwada,18.560482703892674,73.87329218443689,Commercial,Pune,107,1917,Active,5,synthetic_expanded,synthetic_approximate,18.5626,73.877,synthetic,unavailable_without_transaction_coordinates,743
ATM02025,Kothrud,18.507498966570964,73.80342214191026,Commercial,Pune,0,4272,Active,75,synthetic_expanded,synthetic_approximate,18.5074,73.8077,synthetic,unavailable_without_transaction_coordinates,747
ATM02026,Baner,18.5590713183715,73.79064107669602,Residential,Pune,61,3026,Active,39,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,743
ATM02027,Baner,18.556098064911748,73.78297004119425,Commercial,Pune,1291,4579,Active,12,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,725
ATM02028,Hadapsar,18.51321632171455,73.92283158577004,Commercial,Pune,2398,2969,Active,3,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,695
ATM02029,Baner,18.563216022111252,73.78651449909678,IT Hub,Pune,2335,2040,Active,10,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,726
ATM02030,Shivaji Nagar,18.533315453592206,73.8474520840389,Residential,Pune,3446,4476,Active,9,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,736
ATM02031,Viman Nagar,18.56538646788582,73.91062348612515,Commercial,Pune,1374,2710,Active,6,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,759
ATM02032,Aundh,18.55419321159862,73.81002942348482,Mixed,Pune,2718,2302,Active,3,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,753
ATM02033,Shivaji Nagar,18.529185523657453,73.85424927060797,Residential,Pune,0,1838,Active,1,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,913
ATM02034,Hinjewadi,18.590847674429213,73.73433630535747,Commercial,Pune,754,3322,Active,40,synthetic_expanded,synthetic_approximate,18.5911,73.7389,synthetic,unavailable_without_transaction_coordinates,717
ATM02035,Hinjewadi,18.594213361085423,73.74209087039033,Mixed,Pune,1711,2591,Active,10,synthetic_expanded,synthetic_approximate,18.5911,73.7389,synthetic,unavailable_without_transaction_coordinates,717
ATM02036,Swargate,18.505893346931778,73.86196437795573,Residential,Pune,0,2788,Active,80,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,955
ATM02037,Shivaji Nagar,18.527874799677026,73.84627905290375,Residential,Pune,1540,2500,Active,62,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,798
ATM02038,Yerwada,18.566543334367914,73.87822775863023,Residential,Pune,2829,3564,Active,36,synthetic_expanded,synthetic_approximate,18.5626,73.877,synthetic,unavailable_without_transaction_coordinates,742
ATM02039,Yerwada,18.5588988171642,73.87890831454277,Residential,Pune,1531,3490,Active,29,synthetic_expanded,synthetic_approximate,18.5626,73.877,synthetic,unavailable_without_transaction_coordinates,741
ATM02040,Aundh,18.559143685737382,73.80333374544944,Residential,Pune,3263,3496,Active,46,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,768
ATM02041,Hinjewadi,18.586753818128418,73.73876574623876,Mixed,Pune,0,2749,Active,16,synthetic_expanded,synthetic_approximate,18.5911,73.7389,synthetic,unavailable_without_transaction_coordinates,717
ATM02042,Viman Nagar,18.572114750568783,73.91522141612258,Commercial,Pune,0,3365,Active,4,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,755
ATM02043,Shivaji Nagar,18.533958065875,73.85123211007232,Residential,Pune,1476,4143,Active,41,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,731
ATM02044,Hadapsar,18.506140557404112,73.92707385335082,Residential,Pune,4136,1994,Active,101,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,695
ATM02045,Hinjewadi,18.594396403151574,73.73589635839546,Residential,Pune,741,3529,Active,0,synthetic_expanded,synthetic_approximate,18.5911,73.7389,synthetic,unavailable_without_transaction_coordinates,716
ATM02046,Camp,18.518219768809296,73.85262278537424,Commercial,Pune,3338,3847,Active,12,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,940
ATM02047,Kothrud,18.510072649867336,73.81093140723777,IT Hub,Pune,3428,769,Active,53,synthetic_expanded,synthetic_approximate,18.5074,73.8077,synthetic,unavailable_without_transaction_coordinates,746
ATM02048,Camp,18.518193835643466,73.86079706819501,Mixed,Pune,2493,1583,Active,5,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,763
ATM02049,Camp,18.512966959218325,73.85473929032536,Residential,Pune,1828,3306,Active,102,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,834
ATM02050,Hadapsar,18.508645046395173,73.91889099275241,IT Hub,Pune,751,3072,Active,10,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,696
ATM02051,Shivaji Nagar,18.52628498059984,73.85191508301573,IT Hub,Pune,329,3976,Active,4,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,1030
ATM02052,Hadapsar,18.512045806271384,73.92672257152715,Mixed,Pune,1039,4577,Active,0,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,696
ATM02053,Shivaji Nagar,18.531515762807434,73.8459332163409,Residential,Pune,945,2813,Active,192,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,728
ATM02054,Shivaji Nagar,18.53148989529812,73.8540865790261,Mixed,Pune,1442,2919,Active,11,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,786
ATM02055,Viman Nagar,18.56419588663509,73.91662787887125,Residential,Pune,2348,1988,Active,2,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,754
ATM02056,Hinjewadi,18.5905915147735,73.74347195670435,Mixed,Pune,2111,3630,Active,77,synthetic_expanded,synthetic_approximate,18.5911,73.7389,synthetic,unavailable_without_transaction_coordinates,715
ATM02057,Aundh,18.55978211368135,73.81181263420426,Mixed,Pune,2909,3471,Active,35,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,750
ATM02058,Swargate,18.499826145033623,73.86772865662469,Commercial,Pune,44,3786,Active,2,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,728
ATM02059,Hadapsar,18.504508499357115,73.92336441163093,Commercial,Pune,1835,4279,Active,0,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,696
ATM02060,Camp,18.520716294972488,73.8554841056827,Commercial,Pune,1418,3852,Active,47,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,1023
ATM02061,Viman Nagar,18.569142787715887,73.90993664243408,IT Hub,Pune,0,1813,Active,13,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,755
ATM02062,Shivaji Nagar,18.52627681270439,73.84804431358769,Residential,Pune,1539,3952,Active,24,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,909
ATM02063,Shivaji Nagar,18.53400568665872,73.84878722292736,Residential,Pune,1514,3174,Active,33,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,725
ATM02064,Swargate,18.500608760332327,73.85914226605772,Residential,Pune,649,2358,Active,39,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,744
ATM02065,Camp,18.514513091634065,73.86046491648905,Residential,Pune,570,961,Active,10,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,883
ATM02066,Swargate,18.505540088915918,73.86604250559412,IT Hub,Pune,146,3848,Active,14,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,827
ATM02067,Hinjewadi,18.588543390936103,73.7351599689631,Mixed,Pune,328,3772,Active,64,synthetic_expanded,synthetic_approximate,18.5911,73.7389,synthetic,unavailable_without_transaction_coordinates,712
ATM02068,Shivaji Nagar,18.527818871833585,73.85375525752082,Residential,Pune,940,3254,Active,62,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,974
ATM02069,Camp,18.515899511503576,73.85235763457965,Commercial,Pune,0,2879,Active,1,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,813
ATM02070,Swargate,18.49747042981139,73.86446448740881,IT Hub,Pune,309,2029,Active,24,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,728
ATM02071,Viman Nagar,18.569780753914042,73.91840990383542,Mixed,Pune,1466,3537,Active,30,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,751
ATM02072,Kothrud,18.503351205799383,73.8072201015883,Commercial,Pune,0,4231,Active,45,synthetic_expanded,synthetic_approximate,18.5074,73.8077,synthetic,unavailable_without_transaction_coordinates,746
ATM02073,Aundh,18.553871845939867,73.80600571533192,IT Hub,Pune,2518,1605,Active,33,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,748
ATM02074,Shivaji Nagar,18.52920162867858,73.84566878265633,Residential,Pune,302,2979,Active,33,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,736
ATM02075,Aundh,18.56196197761091,73.80607637977639,Commercial,Pune,1361,2285,Active,22,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,748
ATM02076,Yerwada,18.56411011344753,73.87294760006093,Mixed,Pune,0,4515,Active,55,synthetic_expanded,synthetic_approximate,18.5626,73.877,synthetic,unavailable_without_transaction_coordinates,740
ATM02077,Yerwada,18.56408433852861,73.88107211481328,Mixed,Pune,0,2887,Active,12,synthetic_expanded,synthetic_approximate,18.5626,73.877,synthetic,unavailable_without_transaction_coordinates,736
ATM02078,Aundh,18.555941279886994,73.81179834425195,Residential,Pune,3511,3203,Active,136,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,747
ATM02079,Yerwada,18.558890708326743,73.87505124061008,IT Hub,Pune,0,4164,Active,18,synthetic_expanded,synthetic_approximate,18.5626,73.877,synthetic,unavailable_without_transaction_coordinates,737
ATM02080,Camp,18.520078096172405,73.85933672820236,Residential,Pune,101,3240,Active,23,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,864
ATM02081,Hadapsar,18.512230795230327,73.92046648151883,Mixed,Pune,1583,3946,Active,92,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,697
ATM02082,Viman Nagar,18.563874757769707,73.91260684084378,Mixed,Pune,1982,3538,Active,41,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,750
ATM02083,Hinjewadi,18.59538702418532,73.73983734393525,Commercial,Pune,0,2487,Active,8,synthetic_expanded,synthetic_approximate,18.5911,73.7389,synthetic,unavailable_without_transaction_coordinates,713
ATM02084,Baner,18.555683670622567,73.78897737385272,Commercial,Pune,1185,1804,Active,54,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,725
ATM02085,Shivaji Nagar,18.533369155688046,73.85262995436096,IT Hub,Pune,0,2325,Active,40,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,723
ATM02086,Viman Nagar,18.57195903970998,73.91267745899393,IT Hub,Pune,1083,2692,Active,1,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,750
ATM02087,Viman Nagar,18.565942697345154,73.91839561846304,IT Hub,Pune,0,2592,Active,26,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,748
ATM02088,Yerwada,18.56659072656023,73.87579152164155,Mixed,Pune,1681,2428,Active,45,synthetic_expanded,synthetic_approximate,18.5626,73.877,synthetic,unavailable_without_transaction_coordinates,736
ATM02089,Swargate,18.504443057599506,73.85987245394418,Residential,Pune,1562,2690,Active,0,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,913
ATM02090,Hinjewadi,18.587332333343944,73.74126814173316,IT Hub,Pune,0,4049,Active,4,synthetic_expanded,synthetic_approximate,18.5911,73.7389,synthetic,unavailable_without_transaction_coordinates,713
ATM02091,Baner,18.55966807040487,73.78178082690424,Residential,Pune,1578,3560,Active,56,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,724
ATM02092,Aundh,18.556717899299354,73.80327501300334,IT Hub,Pune,1634,1909,Active,132,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,759
ATM02093,Yerwada,18.560427023209566,73.88074193748744,Mixed,Pune,2003,3971,Active,10,synthetic_expanded,synthetic_approximate,18.5626,73.877,synthetic,unavailable_without_transaction_coordinates,736
ATM02094,Shivaji Nagar,18.525823329389922,73.85046190087388,IT Hub,Pune,0,3537,Active,159,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,1010
ATM02095,Camp,18.512512238757612,73.85716309137648,Mixed,Pune,381,4912,Active,72,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,927
ATM02096,Swargate,18.502239589412547,73.86823882867502,IT Hub,Pune,3986,3422,Active,3,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,728
ATM02097,Camp,18.519496609600893,73.85336898212812,Mixed,Pune,0,2505,Active,13,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,1002
ATM02098,Kothrud,18.510699482068553,73.80516469309907,Residential,Pune,873,2979,Active,5,synthetic_expanded,synthetic_approximate,18.5074,73.8077,synthetic,unavailable_without_transaction_coordinates,747
ATM02099,Aundh,18.561611380220565,73.8101245526276,Mixed,Pune,0,2137,Active,13,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,747
ATM02100,Hadapsar,18.50838620662875,73.92811746047842,IT Hub,Pune,1497,2888,Active,34,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,695
ATM02101,Aundh,18.553603681099695,73.80855812968213,Residential,Pune,0,2382,Active,8,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,745
ATM02102,Baner,18.56134157844311,73.78994149473777,IT Hub,Pune,261,3196,Active,44,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,723
ATM02103,Baner,18.554869892516713,73.78510761174024,Residential,Pune,2645,1860,Active,21,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,721
ATM02104,Kothrud,18.50658945003154,73.81192822732261,Residential,Pune,1289,4453,Active,1,synthetic_expanded,synthetic_approximate,18.5074,73.8077,synthetic,unavailable_without_transaction_coordinates,745
ATM02105,Yerwada,18.56180461436955,73.87268415646125,IT Hub,Pune,1174,3346,Active,68,synthetic_expanded,synthetic_approximate,18.5626,73.877,synthetic,unavailable_without_transaction_coordinates,735
ATM02106,Viman Nagar,18.566718755211404,73.90987795778737,Mixed,Pune,1081,3115,Active,21,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,749
ATM02107,Shivaji Nagar,18.53278919838272,73.84667755117547,Mixed,Pune,179,2976,Active,21,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,724
ATM02108,Baner,18.5627518004909,73.78405868757828,IT Hub,Pune,0,2968,Active,85,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,722
ATM02109,Swargate,18.498498958268314,73.86048752511154,IT Hub,Pune,1166,2958,Active,89,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,728
ATM02110,Swargate,18.50623506080827,73.86354359609655,Commercial,Pune,1066,3063,Active,45,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,931
ATM02111,Baner,18.557602208800713,73.79046002454831,Residential,Pune,0,3833,Active,31,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,735
ATM02112,Aundh,18.560522748012485,73.80399988277327,IT Hub,Pune,0,1079,Active,1,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,746
ATM02113,Baner,18.55729964409618,73.782055283147,IT Hub,Pune,939,2272,Active,24,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,723
ATM02114,Hadapsar,18.506316687109038,73.91972272317969,Residential,Pune,461,2115,Active,4,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,696
ATM02115,Camp,18.516771588951602,73.86115682253656,Mixed,Pune,503,1326,Active,0,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,777
ATM02116,Aundh,18.558336209767532,73.81230467541135,IT Hub,Pune,0,2487,Active,9,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,744
ATM02117,Hadapsar,18.513231827314836,73.92444668412863,Commercial,Pune,193,2136,Active,7,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,696
ATM02118,Shivaji Nagar,18.53007139911273,73.85444534969976,Residential,Pune,717,3380,Active,102,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,856
ATM02119,Swargate,18.498560618587533,73.86680589698433,IT Hub,Pune,1064,3244,Active,3,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,727
ATM02120,Shivaji Nagar,18.527094777439217,73.84676693111139,Residential,Pune,0,2962,Active,10,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,832
ATM02121,Swargate,18.502135536540788,73.85892110249395,Commercial,Pune,1924,3509,Active,16,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,801
ATM02122,Viman Nagar,18.57160869150113,73.91672293816063,Commercial,Pune,2306,5006,Active,7,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,749
ATM02123,Viman Nagar,18.56360679525672,73.91515755793365,Mixed,Pune,0,2324,Active,0,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,748
ATM02124,Aundh,18.554624350619314,73.80461045320446,Commercial,Pune,3730,2583,Active,32,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,743
ATM02125,Hadapsar,18.505092936030366,73.9258917529287,Commercial,Pune,108,2075,Active,12,synthetic_expanded,synthetic_approximate,18.5089,73.9235,synthetic,unavailable_without_transaction_coordinates,694
ATM02126,Hinjewadi,18.592364122835043,73.73446113190917,Commercial,Pune,1279,4087,Active,25,synthetic_expanded,synthetic_approximate,18.5911,73.7389,synthetic,unavailable_without_transaction_coordinates,713
ATM02127,Shivaji Nagar,18.534220801318746,73.8503148021522,Commercial,Pune,0,3280,Active,0,synthetic_expanded,synthetic_approximate,18.53,73.85,synthetic,unavailable_without_transaction_coordinates,723
ATM02128,Camp,18.51378704792998,73.85345858145766,Mixed,Pune,0,4229,Active,37,synthetic_expanded,synthetic_approximate,18.5167,73.8567,synthetic,unavailable_without_transaction_coordinates,773
ATM02129,Viman Nagar,18.570520845913464,73.91060234949742,IT Hub,Pune,218,3123,Active,12,synthetic_expanded,synthetic_approximate,18.5679,73.9143,synthetic,unavailable_without_transaction_coordinates,747
ATM02130,Aundh,18.562300927517146,73.80764401182334,IT Hub,Pune,3284,3478,Active,127,synthetic_expanded,synthetic_approximate,18.5579,73.8077,synthetic,unavailable_without_transaction_coordinates,744
ATM02131,Swargate,18.50455419763302,73.86729500706399,Mixed,Pune,893,3814,Active,37,synthetic_expanded,synthetic_approximate,18.5018,73.8636,synthetic,unavailable_without_transaction_coordinates,759
ATM02132,Baner,18.562914981489936,73.78804794252814,Commercial,Pune,0,3168,Active,62,synthetic_expanded,synthetic_approximate,18.559,73.7862,synthetic,unavailable_without_transaction_coordinates,720
